id,name,description_sale
scenario.product_141192,"AL1 110/W","Lampada con rilevatore di movimento, bianco"
scenario.product_141193,"AL1 110/B","Lampada con rilevatore di movimento, marrone"
scenario.product_141194,"ES-AL2/W","Zoccolo per montaggio su angoli, bianco"
scenario.product_141195,"ES-AL2/S","Zoccolo per montaggio su angoli, nero"
scenario.product_141206,"F1-130/W","Faro con rilevatore di movimento, bianco"
scenario.product_141207,"F1-130/S","Faro con rilevatore di movimento, nero"
scenario.product_141213,"Philipps HL-300","Lampada alogena"
scenario.product_141214,"Philipps HL-500","Lampada alogena"
scenario.product_141280,"ES-RC-plus/B","Zoccolo per montaggio su angoli, marrone"
scenario.product_141283,"AR-Indoor R/90","Telaio 2x1"
scenario.product_141284,"ALC 360/W","Zoccolo lampada con rilevatore di movimento, bianco"
scenario.product_141285,"ALC 360/S","Zoccolo lampada con rilevatore di movimento, nero"
scenario.product_141286,"ALC/W","Zoccolo lampada senza rilevatore di movimento, bianco"
scenario.product_141287,"ALC/S","Zoccolo lampada senza rilevatore di movimento, nero"
scenario.product_141288,"GL-AL-LN","Vetro di ricambio Luna"
scenario.product_141290,"GL-AL-FL/S","Vetro di ricambio Flash, nero"
scenario.product_141293,"ALC 360 OP/W","Lampada con rilevatore di movimento, bianco"
scenario.product_141294,"ALC 360 OP/S","Lampada con rilevatore di movimento, nero"
scenario.product_141295,"ALC BB/W","Lampada senza rilevatore di movimento, bianco"
scenario.product_141296,"ALC BB/S","Lampada senza rilevatore di movimento, nero"
scenario.product_141298,"ALC 360 BB/S","Lampada con rilevatore di movimento, nero"
scenario.product_141299,"ALC/FLW","Lampada senza rilevatore di movimento, bianco"
scenario.product_141300,"ALC/FLS","Lampada senza rilevatore di movimento, nero"
scenario.product_141301,"ALC 360/FLW","Lampada con rilevatore di movimento, bianco"
scenario.product_141302,"ALC 360/FLS","Lampada con rilevatore di movimento, nero"
scenario.product_141304,"ALC/LNS","Lampada senza rilevatore di movimento, nero"
scenario.product_141305,"ALC 360/LNW","Lampada con rilevatore di movimento, bianco"
scenario.product_141306,"ALC 360/LNS","Lampada con rilevatore di movimento, nero"
scenario.product_141819,"Indoor 180 UP Kombi 2L EDI/W","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, bianco"
scenario.product_141563,"PROMO-PD9-Master","Promozione"
scenario.product_141565,"CS 180/S","Color-Set per rilevatori 180°, nero"
scenario.product_141566,"CS 180/DG","Color-Set per rilevatori 180°, grigio scuro"
scenario.product_141568,"MBE-FL-500/W","Staffa die montaggio ad angolo, bianco"
scenario.product_141569,"MBE-FL-500/S","Staffa per montaggio ad angolo, nero"
scenario.product_141781,"Indoor 180 AP Kombi 2L SOL/W","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco"
scenario.product_141574,"Hager EM001N","Minuteria"
scenario.product_141576,"PD2 360 UP KNX","Rilevatore di presenza KNX, bianco"
scenario.product_141578,"Dummy-PD9/W","Imitazione, bianco"
scenario.product_141580,"Dummy-Indoor/W","Imitazione, bianco"
scenario.product_141589,"VK-PD9-Master-LC-5M","Prolunga di cavo testa del sensore 5 metri"
scenario.product_141590,"VK-PD9-Slave-5M","Prolunga di cavo testa del sensore 5 metri"
scenario.product_141591,"VK-PD9-Master-LC-10M","Prolunga di cavo testa del sensore 10 metri"
scenario.product_141592,"VK-PD9-Slave-10M","Prolunga di cavo testa del sensore 10 metri"
scenario.product_141782,"Indoor 180 AP Kombi 2L SID/W","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco"
scenario.product_141597,"PD2 360 AP Master 1C","Rilevatore di presenza 1 canale, bianco"
scenario.product_141599,"PD2 360 DE Master 1C","Rilevatore di presenza 1 canale, bianco"
scenario.product_141601,"PD2 MAX UP Master 1C","Rilevatore di presenza 1 canale, bianco"
scenario.product_141602,"AC-PD AP","Maschere ad innesto PD2, PD3 et PD4-AP, transparente"
scenario.product_141603,"AC-RC-plus/W","Maschere ad innesto RC-plus, AL2 RC-plus, bianco"
scenario.product_141852,"Indoor 180 C Kombi SID/W","Rilevatore di movimento 10A, design Sidus, bianco"
scenario.product_141853,"Indoor 180 C Kombi STA/W","Rilevatore di movimento 10A, design Standard, bianco"
scenario.product_141855,"Indoor 180 C Minuterie KAL/W","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, bianco"
scenario.product_141856,"Indoor 180 C Minuterie SOL/WG","Rilevatore di movimento per minuterie, 2 fili, design Solfà, bianco-lucido"
scenario.product_141858,"Indoor 180 C Minuterie STA/W","Rilevatore di movimento per minuterie, 2 fili, design Standard, bianco"
scenario.product_141859,"Indoor 180 C Kombi 2L EDI/W","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, bianco"
scenario.product_141861,"Indoor 180 C Kombi 2L SOL/WG","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco-lucido"
scenario.product_141862,"Indoor 180 C Kombi 2L SID/W","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco"
scenario.product_141783,"Indoor 180 AP Kombi 2L STA/W","Rilevatore di movimento 10A, 2L schema 0, design Standard, bianco"
scenario.product_141824,"PD2 S 180 UP Master 1C EDI/W","Rilevatore di presenza 1 canale, design EDIZIOdue, bianco"
scenario.product_142012,"PD2 S 360 UP DALI-DSI/W","Rilevatore di presenza Dimm DALI-DSI, bianco"
scenario.product_142168,"PD2 S 180 C Master 2C KAL/S","Rilevatore di presenza 2 canali, design Kallysto, nero"
scenario.product_142176,"PD2 S 180 C Master 2C KAL/HG","Rilevatore di presenza 2 canali, design Kallysto, grigio chiaro"
scenario.product_142184,"PD2 S 180 C Master 2C KAL/DG","Rilevatore di presenza 2 canali, design Kallysto, grigio scuro"
scenario.product_142192,"PD2 S 180 C Master 2C SOL/W","Rilevatore di presenza 2 canali, design Solfà, bianco"
scenario.product_141746,"AS EDI/B","Set adattatori, design EDIZIOdue, marrone"
scenario.product_141748,"AS KAL/W","Set adattatori, design Kallysto, bianco"
scenario.product_141749,"AS KAL/S","Set adattatori, design Kallysto, nero"
scenario.product_141750,"AS KAL/DG","Set adattatori, design Kallysto, grigio scuro"
scenario.product_141751,"AS KAL/HG","Set adattatori, design Kallysto, grigio chiaro"
scenario.product_141755,"AS SOL/WM","Set adattatori, design Solfà, bianco-opaco"
scenario.product_141756,"AS SOL/WG","Set adattatori, design Solfà, bianco-lucido"
scenario.product_141757,"AS SID/WG","Set adattatori, design Sidus, bianco-lucido"
scenario.product_141758,"AS SID/WM","Set adattatori, design Sidus, bianco-opaco"
scenario.product_141760,"AS SID/AL","Set adattatori, design Sidus, alluminio"
scenario.product_141763,"AS STA/S","Set adattatori, design Standard, nero"
scenario.product_141765,"FS-180/SI","Set frontale per rilevatori 180° NUP/NAP, argento"
scenario.product_141766,"FS-180/S","Set frontale per rilevatori 180° NUP/NAP, nero"
scenario.product_141767,"NAP-180/W","Scatola NAP per rilevatori 180°, bianco"
scenario.product_141768,"NAP-180/SI","Scatola NAP per rilevatori 180°, argento"
scenario.product_141769,"NAP-180/S","Scatola NAP per rilevatori 180°, nero"
scenario.product_141770,"Indoor 180 AP Kombi KAL/W","Rilevatore di movimento 10A, design Kallysto, bianco"
scenario.product_141771,"Indoor 180 AP Kombi SOL/W","Rilevatore di movimento 10A, design Solfà, bianco"
scenario.product_141773,"Indoor 180 AP Kombi STA/W","Rilevatore di movimento 10A, design Standard, bianco"
scenario.product_142101,"PD2 S 180 C 12-48V EDI/BE","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, beige"
scenario.product_142091,"PD9 S 360 LC/W","Rilevatore di movimento 10A, bianco"
scenario.product_142089,"LABOR BM","Pannello di cablaggio rilevatori di movimento"
scenario.product_142082,"AR EDI/S","Telaio EDIZIOdue, nero"
scenario.product_142083,"AR EDI/HG","Telaio EDIZIOdue, grigio chiaro"
scenario.product_142085,"AR EDI/BE","Telaio EDIZIOdue, beige"
scenario.product_142086,"AR EDI/B","Telaio EDIZIOdue, marrone"
scenario.product_142087,"AR STA/S","Telaio Silac, nero"
scenario.product_142109,"PD2 S 180 C 12-48V EDI/B","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, marrone"
scenario.product_142117,"PD2 S 180 C 12-48V EDI/S","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, nero"
scenario.product_142103,"PD2 S 180 C Master 1C EDI/BE","Rilevatore di presenza 1 canale, design EDIZIOdue, beige"
scenario.product_142111,"PD2 S 180 C Master 1C EDI/B","Rilevatore di presenza 1 canale, design EDIZIOdue, marrone"
scenario.product_142127,"PD2 S 180 C Master 1C EDI/HG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio chiaro"
scenario.product_142133,"PD2 S 180 C 12-48V EDI/DG","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, grigio scuro"
scenario.product_142096,"PD9 360 SDB","Rilevatore di presenza, bianco"
scenario.product_142097,"APG SOL/WG","Scatola AP Solfà, bianco-lucido"
scenario.product_142102,"PD2 S 180 C KNX EDI/BE","Rilevatore di presenza KNX, design EDIZIOdue, beige"
scenario.product_142099,"Indoor 180 C Kombi EDI/BE","Rilevatore di movimento 10A, design EDIZIOdue, beige"
scenario.product_142100,"Indoor 180 C Minuterie EDI/BE","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, beige"
scenario.product_141226,"DOCU-VF, d","Dépliant Video Radio, tedesco"
scenario.product_141228,"AL4 130/W","Lampada con rilevatore di movimento, bianco"
scenario.product_141229,"AL4 130/S","Lampada con rilevatore di movimento, nero"
scenario.product_141234,"ZS-AL4","Cifre autoadesive"
scenario.product_141235,"FL 500/W","Faro senza rilevatore di movimento, bianco"
scenario.product_141237,"FL 150/S","Faro senza rilevatore di movimento, nero"
scenario.product_141238,"FL 150/W","Faro senza rilevatore di movimento, bianco"
scenario.product_141240,"FL 1000/S","Faro senza rilevatore di movimento, nero"
scenario.product_141241,"Ecolight 18/W","Faretto economico, bianco"
scenario.product_141243,"Ecolight 18/W Auto","Faretto economico, bianco"
scenario.product_141244,"Ecolight 18/S Auto","Faretto economico, nero"
scenario.product_141245,"Ecolight 18-SP/S","Faretto economico con picchetto, nero"
scenario.product_141309,"IPS-PD2","Zoccolo NAP"
scenario.product_141310,"Philipps HL-1000","Lampada alogena"
scenario.product_141311,"DOCU-K-2000/01, d","Catalogo Swisslux, tedesco"
scenario.product_141312,"LM-Safetylux-G-HL","Lampada principale 2.4V/5W/BA15d"
scenario.product_141313,"LM-Safetylux-G-NL","Lampada secondaria 2.4V / 1.4W / BA9"
scenario.product_141314,"LM-Safetylux-H-HL","Lampada principale P13.5s 4V 0.85A"
scenario.product_141317,"RC-LG","Circuito RC"
scenario.product_141318,"AL2 RC-plus 130/W","Zoccolo lampada con rilevatore di movimento, bianco"
scenario.product_141319,"AL2 RC-plus 130/S","Zoccolo lampada con rilevatore di movimento, nero"
scenario.product_141320,"AL2 RC-plus 230/W","Zoccolo lampada con rilevatore di movimento, bianco"
scenario.product_141321,"AL2 RC-plus 230/S","Zoccolo lampada con rilevatore di movimento, nero"
scenario.product_141322,"AL2 RC-plus 270/W","Zoccolo lampada con rilevatore di movimento, bianco"
scenario.product_141323,"AL2 RC-plus 270/S","Zoccolo lampada con rilevatore di movimento, nero"
scenario.product_141325,"AL2 RC-plus/S","Zoccolo lampada senza rilevatore di movimento, nero"
scenario.product_141382,"PD2 360 AP Slave","Rilevatore di presenza Slave, bianco"
scenario.product_141385,"ESA-ALC/W","Zoccolo per montaggio su angoli sporgenti, bianco"
scenario.product_141386,"ESA-ALC/S","Zoccolo per montaggio su angoli sporgenti, nero"
scenario.product_141388,"PROMO-PD2-2","Promozione"
scenario.product_141390,"GL-AL1/W","Vetro di ricambio per AL1 bianco"
scenario.product_141606,"PD9 360 LC","Rilevatore di movimento 10A, bianco"
scenario.product_141607,"AK-PD-8M","Copertura adesiva per rilevatori 360°-8m, transparente"
scenario.product_141609,"AC-PD9","Maschere ad innesto PD9"
scenario.product_141612,"KE-ST/W","Passacavo per standard, bianco"
scenario.product_141613,"KE-ST/S","Passacavo per standard, nero"
scenario.product_141614,"KE-ST/B","Passacavo per standard, marrone"
scenario.product_141615,"AR-RC-plus/W","Anello di copertura RC-plus, bianco"
scenario.product_141616,"AR-RC-plus/S","Anello di copertura RC-plus, nero"
scenario.product_141617,"AR-RC-plus/B","Anello di copertura RC-plus, marrone"
scenario.product_141618,"MS-RC-plus/W","Zoccolo di montaggio RC-plus, bianco"
scenario.product_141619,"MS-RC-plus/S","Zoccolo di montaggio RC-plus, nero"
scenario.product_141620,"MS-RC-plus/B","Zoccolo di montaggio RC-plus, marrone"
scenario.product_141621,"AK-180/W","Copertura adesiva per rilevatori 180°, bianco"
scenario.product_141622,"GL-FL-500","Vetro di ricambio per faro alogeno 500W"
scenario.product_141623,"GL-FL-1000","Vetro di ricambio per faro alogeno 1000W"
scenario.product_141185,"AL2 RC-plus 130/CRW","Lampada con rilevatore di movimento, bianco"
scenario.product_141248,"Ecolight 18-WA/S Auto","Faretto economico con braccio murale, nero"
scenario.product_151122,"PD2 S 180 AP 12-48V EDI/B","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, marrone"
scenario.product_142114,"Indoor 180 C Kombi 2L EDI/S","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, nero"
scenario.product_151310,"PD2 S 180 CM 12-48V EDI/S","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, nero"
scenario.product_142110,"PD2 S 180 C KNX EDI/B","Rilevatore di presenza KNX, design EDIZIOdue, marrone"
scenario.product_151342,"PD2 S 180 CM 12-48V EDI/BE","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, beige"
scenario.product_151390,"PD2 S 180 CM 12-48V SID/WG","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco-lucido"
scenario.product_142122,"Indoor 180 C Kombi 2L EDI/HG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio chiaro"
scenario.product_142115,"Indoor 180 C Kombi EDI/S","Rilevatore di movimento 10A, design EDIZIOdue, nero"
scenario.product_142116,"Indoor 180 C Minuterie EDI/S","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, nero"
scenario.product_142138,"Indoor 180 C Kombi 2L STA/S","Rilevatore di movimento 10A, 2L schema 0, design Standard, nero"
scenario.product_141475,"PD2 360 DE 24V","Rilevatore di presenza 12V-24V-48V, bianco"
scenario.product_142602,"PD2 S 360 UP GST/W","Rilevatore di presenza 16V-24V-48V 2x 0-10V, bianco"
scenario.product_142126,"PD2 S 180 C KNX EDI/HG","Rilevatore di presenza KNX, design EDIZIOdue, grigio chiaro"
scenario.product_142123,"Indoor 180 C Kombi EDI/HG","Rilevatore di movimento 10A, design EDIZIOdue, grigio chiaro"
scenario.product_142124,"Indoor 180 C Minuterie EDI/HG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio chiaro"
